"mid","standard_question","standard_answer"
"130","一圆环形线圈 \( b \) 由 50 匝细线绕成，截面积为 4.0 \( {\mathrm{{cm}}}^{2} \) ，放在另一个匝数等于 100 匝，半径为 \( {20.0}\mathrm{\;{cm}} \) 的圆环形线圈 \( a \) 的中心， 两线圈同轴。求：当线圈 \( b \) 中的电流以 \( {50}\mathrm{\;A}/\mathrm{s} \) 的变化率减少时，线圈 \( a \) 内磁通量的变化率。 (结果使用科学计数法，以$ \mathrm{{Wb}}/\mathrm{s} $为单位，保留2位有效数字)","-3.1 \times 10^{-6}"
"7","μ原子是一种奇异原子，其原子核带电荷 \( Ze \)（对于氢元素，Z=1），并由一个负μ子（电荷与电子相同，为 \( -e \)，质量等于 \( 207m_e \)）绕核运动。基于玻尔原子模型，计算该氢μ原子的基态轨道半径。 (结果使用科学计数法，保留3位有效数字)","2.83 \times 10^{-3}"
"217","一台额定功率为 \( {150}\mathrm{\;W} \)、工作电压 \( U = {15}\mathrm{\;V} \) 的直流电动机，需使用电动势 \( \varepsilon  = {1.5}\mathrm{\;V} \)、内阻 \( r = {0.45\Omega } \) 的电池驱动。为确保电动机按设计规范正常运行，最少需要多少节电池？ (结果保留2位有效数字)","20"
"289","在一个人工闪电模拟实验中，放电时两点间的电势差为 \( 10 \times 10^{10} \mathrm{V} \)，通过的电荷量为 30C。如果将这些电能全部用于加热水，能把多少水从 \( 0^{\circ} \mathrm{C} \) 加热到 \( 100^{\circ} \mathrm{C} \)？ (结果使用科学计数法，以$ \mathrm{\;{kg}} $为单位，保留2位有效数字)","7.2 \times 10^{5}"
"69","一个水银气压计的玻璃管垂直插入一个大型水银槽中，其压力读数为 \( p = {0.95} \times {10}^{5}\mathrm{\;N}/{\mathrm{m}}^{2} \)。若最大容许误差为 \( {0.1}\% \)，求毛细管直径的最小允许值。 (结果以$ \mathrm{\;m} $为单位，保留1位有效数字)"," 0.01"
"183","一架TU - 160航班于无风天气从南纬60°的南极洲机场起飞，以1000千米/小时的恒定速度在同一高度飞行27小时（期间多次加油）。飞行轨迹为：向南6小时→向东10小时→向北6小时→向西5小时。若地球半径约6400千米，问该飞机需沿最短路径返回原机场时，还需飞行多久？ (结果以$ \mathrm{\;s} $为单位，保留4位有效数字)","  109.2"
"384","一卡诺热机运行于 \( 1000\,\mathrm{K} \) 的高温热库和 \( 300\,\mathrm{K} \) 的低温热库之间。倘若高温热库温度上升 \( 100\,\mathrm{K} \)，试计算热机效率的理论增加量。 (结果以$ {\prime $为单位，保留2位有效数字)","10\%"
"205","想象一下这样一个物理场景，存在着一个容器，在这个容器里包含了两种气体，其中二氧化碳的质量达到了\(11.00kg\)，还有质量为\(2.00kg\)的氢气，它们都属于刚性分子气体。与此同时，我们明确得知这个混合气体的内能为\(8.10×10^{5}J\)。现在关键就是要去计算一下，在这样的条件下，氢气分子的平均动能究竟是多少？ (结果使用科学计数法，以$ \mathrm{\;J} $为单位，保留3位有效数字)","1.04 \times 10^{-20}"
"47","一束光以垂直方向照射到厚度均匀的油膜上，油膜的上表面与空气接触，下表面与玻璃接触。入射光波长在空气中连续可调，实验测得在 \( 5000\AA\left( {1\AA} = {10}^{-10}\mathrm{\;m} \right) \) 和 \( 7000\AA \) 处反射光出现干涉最小值，且在这两个波长之间无其他干涉最小波长出现。求油膜的厚度。 (结果保留4位有效数字)"," 6340"
"68","A solenoid with length \( l = 1.0 \, \text{m} \) is wound in a single layer using copper wire, and the total mass of the wire is \( m = 1.0 \, \text{kg} \). The cross-sectional diameter of the solenoid is assumed to be much smaller than its length. Determine the time constant \( \tau \) for this solenoid. (Results should be expressed with units of $ \mathrm{\;{ms}}  $,and rounded to 1 significant figures)"," 0.7"
"216","对于一个镜面间距为 \(5\mathrm{\;cm}\) 的法布里-珀罗干涉仪，在扩展光源照射下，工作波长为 \(0.6\mu\mathrm{m}\)，求其色分辨本领。 (结果使用科学计数法，保留2位有效数字)","2.6 \times 10^{7}"
"362","在光学材料中，色散源于折射率随波长的变化，影响电磁波传播。色散参量定义为 \( D = - \frac{2\pi c}{\lambda^2} \beta_2 \)，其中 \( \beta_2 \) 是群速度色散系数，并可近似表达为 \( D \approx - \frac{\lambda}{c} \frac{d^2 n}{d\lambda^2} \)。实验测得某单模光纤在波长 \( \lambda = 0.8 \, \mu\text{m} \) 处，参数 \( \lambda^2 \frac{d^2 n}{d\lambda^2} = 0.02 \)。求 \( D \)。 (结果使用科学计数法，以$ \mathrm{\;s} $为单位，保留2位有效数字)","83 \times 10^{-12}"
"25","在某个霍尔效应实验中，一个导体样品具有如下尺寸：厚度为 \(1.0 \times 10^{-3} \, \text{cm}\)，宽度为 \(1.0 \, \text{cm}\)，长度为 \(4.0 \, \text{cm}\)。当沿长度方向通有 \(3.0 \, \text{A}\) 的电流，并施加垂直于导体平面的 \(1.5 \, \text{T}\) 磁场时，在宽度两端测得横向霍尔电压为 \(1.0 \times 10^{-5} \, \text{V}\)。根据这些信息，求该导体每立方厘米的载流子数量。 (结果使用科学计数法，保留2位有效数字)","2.8 \times 10^{29}"
"345","白矮星的稳定性依赖于温度远低于费米温度的强简并电子气，在电子处于非相对论极限时，该电子气能够支撑引力坍缩并维持平衡。请在这种条件下计算电子气的压力。 (结果使用科学计数法，以$ \mathrm{\;N}/{\mathrm{m}}^{2} $为单位，保留2位有效数字)","9.4 \times 10^{16}"
"110","A biconcave and a biconvex thin symmetric glass lens are pressed together to form a system with optical power \( \Phi = 0.50 \, \mathrm{D} \). Newton’s rings are viewed in reflected light of wavelength \( \lambda = 0.61 \, \mu \mathrm{m} \). Calculate the radius of the tenth dark ring. (Results should be expressed with units of $ \mathrm{\;{mm}}  $,and rounded to 2 significant figures)"," 3.5"
"94","已知空气温度为 \( 13.4^{\circ} \text{C} \)，当前水汽压与饱和水汽压的差值为 4.2 百帕。在压力恒定条件下，空气需冷却至什么温度（摄氏度）才能达到饱和状态？ (结果以$ { \circ  }\mathrm{C}} $为单位，保留2位有效数字)"," 4.8"
"151","求 \( M = {250000}\mathrm{\;g}/\mathrm{{mol}} \) 的聚乙烯链的均方根末端距。该链被视作等效自由结合链，且链段长度设定为 18.5 个 C-C 键。 (结果以$ \mathrm{\;{nm}} $为单位，保留3位有效数字)","  72.4"
"288","在衍射光栅实验中，一束波长为 \( 600.0\,\text{nm} \) 的单色光垂直入射。第二级明条纹的衍射角正弦值为 \( 0.20 \)，第三级明条纹的衍射角正弦值为 \( 0.30 \)，且第四级明纹缺级。请确定屏幕上实际出现的所有明纹级数。 (结果保留2位有效数字)","15"
"37","一名运动员在田径场上以10秒的时间跑完100米，在沿跑道方向以 \( {0.98c} \) 的速度相对于地面飞行的火箭中的观察者看到的运动员跑了多长距离？ (结果保留2位有效数字)","- 49"
"22","一盏白炽灯的电阻为 \( R_0 = 2 \) 欧姆，额定工作电压为 \( U_0 = 4.5 \) 伏特，由电动势为 6 伏特、内阻可忽略的电池供电。通过一滑动变阻器将灯与电池连接，试求效率最大的条件及最大效率值。此外，为使系统效率不低于 \( \eta = 0.6 \)，计算滑动变阻器应承受的最大电流。 (结果保留3位有效数字)"," 2.81"
"373","An electron is accelerated by a voltage of 1.0 kV and then enters a uniform magnetic field with a magnitude of 29 mT. The velocity of the electron makes an angle of 30 degrees with the direction of the magnetic field. Calculate the pitch of the helical path followed by the electron. (Results should be expressed with units of $ \mathrm{\;{cm}} $,and rounded to 2 significant figures)"," 2.0"
"228","在氢原子的玻尔模型基态中，电子轨道半径为 \( 5.29 \times 10^{-11} \, \text{m} \)。已知质子带电荷 \( +e \)，电子带电荷 \( -e \)。电离能定义为将电子从该轨道移到无穷远处所需的最小能量。求此电离能的值，单位为焦耳。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留3位有效数字)","4.35 \times 10^{-18}"
"54","空气是一种混合气体，其质量分数为氮气约占76.9%，氧气约占23.1%，其余成分忽略。气缸内装有该空气及少量细铁纤维；活塞可自由滑动，维持缸内压力恒定在1个大气压。系统在1大气压和300 K条件下发生缓慢化学反应，直至生成1摩尔的\( \mathrm{Fe}_2\mathrm{O}_3 \)时氧气完全消耗。此过程释放热量为\( 8.24 \times 10^{5} \)焦耳。计算中，气体视为理想气体，1摩尔氧气和1摩尔氮气的内能均为\( \frac{5}{2} RT \)，其中R为普适气体常数，T为热力学温度；缸内固态物质体积远小于气体体积，可忽略。求整个系统内能的改变量。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留3位有效数字)","8.20 \times 10^{5}"
"371","在杨氏双缝干涉实验中，光源采用白炽灯，并前置一个红色透射滤光片，其通带波长为600至700纳米。假定单缝宽度可忽略，双缝间距为0.1毫米，观测屏距离双缝1米。若将原滤光片替换为中心波长650纳米、带宽10纳米的红色干涉滤光片，试计算屏幕上干涉条纹的分布区域。 (结果以$ \mathrm{\;{cm}} $为单位，保留3位有效数字)"," 84.5"
"206","一水平管道在粗段的横截面积为 \( {40}{\mathrm{\;{cm}}}^{2} \)，在细段为 \( {10}{\mathrm{\;{cm}}}^{2} \)。粗段与细段之间连接一水银 U 形管压差计。当水以 \( 3 \times  {10}^{-2}{\mathrm{\;m}}^{3}/\mathrm{s} \) 的体积流量流经时，求 U 形管中水银液面的高度差。 (结果使用科学计数法，以$ \mathrm{\;m} $为单位，保留3位有效数字)","3.10 \times 10^{-2}"
"379","A particle is located in a two-dimensional rectangular potential well with infinitely high walls \( \left( {0 < x < a, 0 < y < b}\right) \).Find the probability of the particle with the lowest energy to be located within a region \( 0 < x < a/3 \). (Results should be expressed and rounded to 3 significant figures)","19.5"
"211","在光学实验室中，一台显微镜的物镜焦距为 \( {1.6}\mathrm{\;{cm}} \)，目镜焦距为 \( {2.5}\mathrm{\;{cm}} \)，物镜与目镜的间距为 \( {22.1}\mathrm{\;{cm}} \)，最终像成在无穷远位置。计算这台显微镜的总放大倍数。 (结果保留3位有效数字)"," 110"
"396","已知氯化钠晶体的摩尔质量为 \( \mu = 5.85 \times 10^{-2} \, \text{kg} \cdot \text{mol}^{-1} \)，密度为 \( \rho = 2.22 \times 10^{3} \, \text{kg} \cdot \text{m}^{-3} \)。计算氯化钠晶格中最近邻钠离子间的距离。（保留一位有效数字） (结果使用科学计数法，以$ \mathrm{\;m} $为单位，保留1位有效数字)","2 \times 10^{-2}"
"286","质量为 \( 20 \mathrm{~g} \) 的理想氦气系统，从初始温度 \( 17^{\circ} \mathrm{C} \) 加热到最终温度 \( 27^{\circ} \mathrm{C} \)。假设过程为绝热，计算气体对外界所做的功。 (结果以$ \mathrm{\;J}  $为单位，保留3位有效数字)"," 623"
"31","对于由功函数为 \( 4.5 \, \mathrm{eV} \) 的金属和电子亲和能为 \( 4.05 \, \mathrm{eV} \) 的 \( \mathrm{n} \) 型硅形成的理想肖特基接触（忽略表面态效应），硅的掺杂浓度为 \( N_{\mathrm{D}} = 2 \times 10^{16} \, \mathrm{cm}^{-3} \)。在正向偏压 \( 0.1 \, \mathrm{V} \) 下，计算半导体一侧的势垒高度 \( qV_{\mathrm{D}} \)。 (结果以$ \mathrm{{eV}} $为单位，保留3位有效数字)","0.102"
"176","某脉冲星发射短暂的电磁脉冲。观测到两个脉冲的角频率分别为 \(\omega_1 = 2\pi \times 2563  \text{MHz}\) 和 \(\omega_2 = 2\pi \times 3833  \text{MHz}\)，其中频率较低的脉冲延迟到达，且比频率较高的脉冲晚到 0.367 秒。该现象被归因于电子密度 \(N = 10^5  \text{m}^{-3}\) 的星际电离氢等离子体的色散效应。使用中性稀薄等离子体的特征频率 \(\omega_{\mathrm{p}} = \sqrt{ \frac{1}{\varepsilon_0} \cdot \frac{N e^2}{m_e} }\) 和折射率公式 \(n = \sqrt{\varepsilon_r} = \left(1 - \frac{\omega_{\mathrm{P}}^{2}}{\omega^{2}}\right)^{1/2}\)，估算地球与脉冲星之间的距离。 (结果使用科学计数法，保留2位有效数字)","8.6 \times 10^{2}"
"265","A photon with energy greater than \( \eta = 2.0 \) times the electron rest energy collides head-on with an electron initially at rest. \( B = 0.12 \, \text{T} \)，The recoil electron moves perpendicular to the applied magnetic field. Find the radius of curvature of the recoil electron's path in a magnetic field of. (Results should be expressed with units of $ \mathrm{\;{cm}} $,and rounded to 2 significant figures)"," 3.4"
"102","一波长为 \( 3000\dot{A} \) 的光子，其波长测量的相对不确定度为百万分之一，求该光子位置的最小不确定量。 (结果以$ \mathrm{\;m}  $为单位，保留1位有效数字)","  0.3"
"29","一个水银气压计的玻璃管下端浸入一个敞口的水银容器中，其读数为 \( P = {0.950} \times  {10}^{5} \) 牛 \( /{\text{米 }}^{2} \)。若允许的测量误差不超过 0.1%，试求毛细管直径的最小值。 (结果保留3位有效数字)"," 2.06"
"295","假设在风速为 \( 60  \mathrm{km} \cdot \mathrm{h}^{-1} \) 的环境中，一个氮气分子的随机热运动平均速率为 \( 500  \mathrm{m} \cdot \mathrm{s}^{-1} \)，其相邻两次碰撞之间的平均自由飞行时间为 \( 10^{-10}  \mathrm{s} \)。计算该分子在典型自由飞行段内运动的平均路径长度。 (结果以$ \mathrm{\;{cm}}  $为单位，保留2位有效数字)"," 30"
"4","某热力发动机在高温热库温度 \( 1000\,\mathrm{K} \) 和低温热库温度 \( 300\,\mathrm{K} \) 下运行，实际效率为理想卡诺效率的 \( 70\% \)。若该发动机的输出功率为 \( 50\,\mathrm{MW} \)，则热能转化为电能的功率是多少？ (结果保留2位有效数字)","49\%"
"104","硅中的锌（Zn）杂质作为双重受主，具有两个能级。第一个受主能级 \( E_{A1} \) 位于价带顶之上 0.31 eV（ \( \Delta E_{A1} = E_{A1} - E_v = 0.31 \, \text{eV} \) ），每个 Zn 原子在此能级可捕获一个空穴。第二个受主能级 \( E_{A2} \) 位于价带顶之上 0.55 eV（ \( \Delta E_{A2} = E_{A2} - E_v = 0.55 \, \text{eV} \) ），每个 Zn 原子在此能级可捕获另一个空穴，从而每个 Zn 原子最多可捕获两个空穴。为抵消 n 型硅中施主浓度 \( N_D = 10^{16} \, \text{cm}^{-3} \)，所需掺杂的 Zn 原子浓度是多少？ (结果使用科学计数法，以$ {\mathrm{{cm}}}^{3} $为单位，保留2位有效数字)","5.4 \times 10^{15}"
"299","在光学成像中，一个简化模型由一个凸球面折射表面构成，其曲率半径为 \( 5.70 \, \text{mm} \)，像方介质折射率为 1.33。如果已知物体在球面后 \( 24.02 \, \text{mm} \) 处形成实像，求物体相对于球面顶点的位置。 (结果以$ \mathrm{\;{mm}} $为单位，保留3位有效数字)","  343"
"21","给定太阳的角直径为32角分。太阳常数，即在地球轨道位置、垂直于太阳光线方向的单位面积上每秒钟接收的辐射能量，为0.135焦耳每平方厘米每秒\[S = {0.135}\mathrm{\;J} \cdot  {\mathrm{{cm}}}^{-2} \cdot  {\mathrm{s}}^{-1}\text{(焦耳$\cdot$厘米}{}^{-2} \cdot  {\text{秒}}^{-1}\text{)，}\]斯忒藩-玻耳兹曼常数为\[\sigma  = {5.67} \times  {10}^{-{12}}\mathrm{\;J} \cdot  {\mathrm{{cm}}}^{-2} \cdot  {\mathrm{s}}^{-1} \cdot  {\mathrm{K}}^{-4}\]太阳辐射行为可视为理想黑体。此外，地球被假设为温度恒定的理想黑体和热传导体，这意味着地球表面温度均匀分布。依据斯忒藩-玻耳兹曼定律，1平方厘米理想黑体表面每秒钟辐射的总能量为 \( \sigma {T}^{4} \) ，其中σ为斯忒藩-玻耳兹曼常数，T为绝对温度。求太阳表面层的温度。 (结果以$ {\mathrm{s}}  $为单位，保留4位有效数字)","  5600"
"305","A quartz plate cut parallel to its optical axis is positioned between two crossed polarizers such that the optical axis of the plate is oriented at 45° to the transmission axis of the first polarizer. For light of wavelength 643 nm, the transmitted intensity is maximized, while for light of wavelength 564 nm, the transmitted intensity is minimized. The birefringence Δn = n_e - n_o = 0.0090 is constant for both wavelengths. What is the minimum thickness of the plate required to transmit light of wavelength 643 nm with maximum intensity? (Results should be expressed with units of $ \mathrm{\;{mm}}  $,and rounded to 2 significant figures)","   0.25"
"123","考虑一个简化的日地系统：在真空中，太阳和地球被模型化为两个黑体球。太阳表面温度为 \( T_s = 6000 \, \text{K} \)。地球通过大气和海洋的热传递机制，维持表面温度均匀。已知地球半径 \( R_e = 6 \times 10^8 \, \text{cm} \)，太阳半径 \( R_s = 7 \times 10^{10} \, \text{cm} \)，日地距离为 \( d = 1.5 \times 10^{13} \, \text{cm} \)。求地球的稳态温度。 (结果以$ { \circ  }\mathrm{C} $为单位，保留2位有效数字)","17"
"269","存在以下实验数据：  
——从地球表面测量，太阳的角直径为 \(\alpha = 32^\prime\)，  
——太阳常数，即在地球轨道位置垂直于入射太阳辐射的平面上，单位面积每秒接收的辐射能量，为  
\[S = 0.135\mathrm{J\cdot cm^{-2}\cdot s^{-1}}。\]  
——斯特藩-玻尔兹曼常数为：  
\[\sigma = 5.67\times10^{-12}\mathrm{J\cdot cm^{-2}\cdot s^{-1}\cdot K^{-4}}。\]  
——太阳辐射可视为理想黑体。  
计算中假设：地球处于稳态热平衡，温度不随时间变化；地球为理想黑体且热导率无限大，因此表面温度均匀。  
注意：斯特藩-玻尔兹曼定律指出，每平方厘米理想黑体表面每秒辐射的总能量为 \(\sigma T^{4}\)，其中 \(T\) 为绝对温度。  
基于上述，求地球表面的平衡温度。 (结果以$ \mathrm{\;K} $为单位，保留3位有效数字)","  300"
"219","密度 \(\rho = 0.93  \mathrm{g}/\mathrm{cm}^{3}\)、黏度 \(\eta = 1.48 \times 10^{-1}  \mathrm{Pa \cdot s}\) 的石油在半径 \(r = 1.27  \mathrm{cm}\) 的垂直圆管中保持稳定层流运动。在管道中相距 \(15  \mathrm{m}\) 的两位置处，压力计读数分别为 \(1.72 \times 10^{5}  \mathrm{Pa}\) 和 \(4.13 \times 10^{5}  \mathrm{Pa}\)，求解体积流量。 (结果以$ {\mathrm{\;{kg}}/\mathrm{s}} $为单位，保留3位有效数字)","  4.46"
"12","已知玻璃的线膨胀系数 \( \alpha = 1.0 \times 10^{-5} \, \left(\mathrm{1/^\circ C}\right) \)，液体的体膨胀系数 \( \beta = 4.0 \times 10^{-5} \, \left(\mathrm{1/^\circ C}\right) \)。一根长度为 \( 1.0 \, \mathrm{m} \) 的玻璃管，在 \( 20^\circ \mathrm{C} \) 时被某种液体填充至一半高度。当温度升至 \( 30^\circ \mathrm{C} \) 时，液体高度的变化量是多少？ (结果以$ \mathrm{\;m} $为单位，保留4位有效数字)","0.5001"
"57","假设仙女座星系的物质在宇宙中呈球对称分布，其球心称为星系核，距离星系核相等处的星系质量分布相同，又假定距星系核距离为 \( r \) 处的物质受仙女座星系的万有引力，与以 \( r \) 为半径的球面内所有星系物质集中星系核时所产生的万有引力相同。  
已知太阳系中地球轨道半径为 \( {R}_{0} \)，一颗恒星到星系核的距离 \( a = {1.75} \times  {10}^{4}{R}_{0} \) ，该恒星绕星系核做匀速率圆周运动，周期 \( T = {2.4} \times  {10}^{8} \) 年，该恒星质量为 \( {M}_{S} \) ，仙女座星系中发亮的物质仅分布在 \( r \leq  {1.5a} \) 的范围内，目前可能测得绕星系核运动的物体距星系核的距离不大于 \( {6a} \) ，且在 \( a \leq  r \leq  {6a} \) 范围内，物体绕星系核运动的速率是一恒量。上述计算结果均用太阳质量 \( {M}_{S} \) 表示。求按上述条件计算整个仙女座星系物质质量至少有多少？ (结果使用科学计数法，保留2位有效数字)","5.6 \times 10^{11}"
"39","一个人在池边休息时，不慎将手表掉入水中。他站在岸边用手指捏成一个小孔，通过小孔可以观察到水下的手表。如果小孔水平距离他的身体 30 cm，眼睛在小孔正上方 30 cm，眼睛距水面 1.6 m，游泳池水深 2.0 m。那么水中的手表离游泳池边的水平距离是多少？水的折射率取 1.33。 (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)"," 2.85"
"232","已知显微镜物镜焦距 \( f_o = 2 \, \text{mm} \)，目镜焦距 \( f_e = 20 \, \text{mm} \)，物镜后焦平面至目镜前焦平面的间距为 175 mm，最终像成在目镜后方 250 mm 处（明视距离）。求显微镜的视角放大率。 (结果保留4位有效数字)","1033"
"309","Consider the Earth's atmosphere under standard sea-level conditions. Given that the temperature and molar mass of air remain constant with depth, determine the atmospheric pressure at a vertical distance of \(5.0\ \mathrm{km}\) below the surface. (Results should be expressed and rounded to 1 significant figures)","0.5"
"276","运用气体分子运动论的基本原理，估算在标准状态（温度为 273 K，压力为 101325 Pa）下，干燥空气的扩散系数 \( D \)，所需物理常数请基于你的知识库选取。 (结果使用科学计数法，以$ {\mathrm{\;m}}^{2}/\mathrm{s} $为单位，保留2位有效数字)","3.1 \times 10^{-5}"
"218","钠黄光包含波长为 \( 5890 \text{\AA} \) 和 \( 5896 \text{\AA} \) 的成分，垂直入射到每毫米具有500条刻线的衍射光栅上。求这两种波长的一级衍射主极大所形成的角度差。 (结果以$ {\prime $为单位，保留1位有效数字)"," 1"
"133","一木块放在水平木板上，若令此板作水平方向的简谐振动，其频率为 \( 2.0 \, \mathrm{Hz} \)，要使木块在板上不致滑动，振幅的最大值应是多大？设木块与板面间的最大静摩擦系数为0.50。 (结果以$ \mathrm{\;m}  $为单位，保留2位有效数字)","  0.062"
"213","假设没有大气层吸收效应，在日地距离处太阳辐射的垂直入射通量为每平方米 1.8 千瓦。试计算太阳每秒钟因电磁辐射而减少的质量。 (结果使用科学计数法，保留2位有效数字)","5.7 \times  {10}^{9}"
"231","一个航天器计划被发射进入一个围绕太阳的椭圆轨道，其近日点距离为 \( 0.010  \mathrm{AU} \)，且轨道周期与地球的公转周期相同。求该航天器从地球发射时的初始速度大小 \( v_0 \) 是多少？ (结果以$ \mathrm{\;{km}}{\mathrm{\;s}}^{-1}  $为单位，保留3位有效数字)"," 40.8"
"264","实验测定铁在 20°C 时，X射线衍射的前三个最小角度为 8°12′、11°38′、14°18′；升温至 1000°C 后，相应角度变为 7°55′、9°9′、12°59′。已知 20°C 下铁的密度为 \( {7860}\mathrm{\;{kg}}/{\mathrm{m}}^{3} \) ，原子量为 55.847，试求该温度下的晶格常数。 (结果保留4位有效数字)"," 2.868"
"62","已确定聚丙烯的熔点为176℃，而其重复单元的熔化焓为8.36 kJ/mol，求当数均聚合度为10时，链端效应所导致的熔点降低值为多少？ (结果以$ \mathrm{℃} $为单位，保留2位有效数字)","46"
"298","在一个密闭的刚性容器中，存在 \( 100^{\circ} \mathrm{C} \) 的饱和水蒸气和少量液态水，水蒸气的质量为 \( 100\mathrm{\;g} \) ，水的质量为 \( 1\mathrm{\;g} \) 。已知条件：温度每升高 1 摄氏度，水的饱和蒸气压增加 \( 3.7 \times 10^{3}\mathrm{\;{Pa}} \) ，水的汽化潜热 \( q = 2.25 \times 10^{6}\mathrm{\;J}/\mathrm{{kg}} \) ，水蒸气的定容比热容 \( c_{\mathrm{V}} = 1.38 \times 10^{3} \) \( \mathrm{J}/\left( {\mathrm{{kg}} \cdot \mathrm{K}}\right) \) 。需要将容器加热到多少摄氏度，才能使容器内的水完全转化为水蒸气？ (结果以$ \mathrm{\;K} $为单位，保留5位有效数字)"," 373.29"
"85","某种光学介质在入射光波长为 4000 埃时折射率为 1.63，在波长为 5000 埃时折射率为 1.58。若其折射率变化遵循柯西公式 \( n = A + \frac{B}{\lambda^{2}} \)，请求解该介质在波长 6000 埃处的色散率 \( \frac{dn}{d\lambda} \)。 (结果使用科学计数法，以$ \mathrm{{cm}} $为单位，保留3位有效数字)","2.06 \times 10^{3}"
"302","在一个简化的大气物理模型中，忽略风和对流效应，并假设重力加速度恒定。求大气分子高度的中位值。 (结果以$ \mathrm{\;{km}} $为单位，保留1位有效数字)","8"
"385","在核磁共振实验中测定质子的磁矩时，设射频磁场的频率为 \( {60}\mathrm{{MHz}} \)。当静磁场的磁感应强度调整至 \( {1.41}\mathrm{\;T} \) 时，出现核磁共振现象。已知质子的自旋量子数 \( I = \frac{1}{2} \)，求其磁矩。 (结果使用科学计数法，以$ \mathrm{\;A} \cdot  {\mathrm{m}}^{2}  $为单位，保留2位有效数字)","2.4 \times 10^{-26}"
"354","一个平行板电容器，其两极板间施加了 \( U = 1000  \mathrm{V} \) 的电压，板间距离 \( d = 3  \mathrm{cm} \)。板间区域填充有相对介电常数 \( \varepsilon_r = 7 \) 的电介质。求解极化电荷的面密度；此问题需在电源断开后向电容器中引入电介质的条件下解答。 (结果使用科学计数法，以$ \mathrm{C}/{\mathrm{m}}^{2} $为单位，保留3位有效数字)","2.53 \times 10^{-6}"
"214","一个平行板电容器由两块金属板构成，板间填充相对电容率为 6.0 的电介质。板间距离为 \( 5.2 \times 10^{-9} \, \text{m} \)，每块板上的面电荷密度为 \( \pm 5.2 \times 10^{-3} \, \text{C} \cdot \text{m}^{-2} \)，左侧板带正电荷。求电介质内的电场强度。 (结果使用科学计数法，以$ \mathrm{\;V} \cdot  {\mathrm{m}}^{-1}  $为单位，保留2位有效数字)","9.8 \times 10^{6}"
"111","设想一个氢分子位于地球大气层的顶部边缘，其速度恰好等于地球的逃逸速度。该分子上方的大气层有效厚度为 \( d = 100  \text{km} \)。假设大气具有均匀密度和恒定温度，分子数密度为 \( n = 2.5 \times 10^{25}  \text{m}^{-3} \)。通过简化物理推理，估算该分子成功逃逸出大气层所需的平均时间。注意大气总厚度远小于地球半径。相关数据：地球半径 \( R_{\text{地球}} = 6.4 \times 10^3  \text{km} \)，地球质量 \( M_{\text{地球}} = 6 \times 10^{24}  \text{kg} \)。 (结果保留1位有效数字)","1 "
"258","一个电阻为 \( R = 2 \) 欧姆的负载由电动势为 \( \mathcal{E} = 6 \) 伏、内阻可忽略的电池供电。通过滑线变阻器连接，要求系统的效率不低于 \( \eta = 0.6 \)。试求最大效率。 (结果保留2位有效数字)"," 0.75"
"393","设某金属与(111)晶面 \( \mathrm{n} - \mathrm{{Si}} \) 构成肖特基结，已知接触后半导体一侧势垒高度为 \( 0.50\mathrm{eV} \)，施主浓度 \( {N}_{\mathrm{D}} = {10}^{15}{\mathrm{\;{cm}}}^{-3} \)，导带有效态密度 \( {N}_{\mathrm{c}} = {2.8} \times  {10}^{19}{\mathrm{\;{cm}}}^{-3} \)，电子亲和势 \( \chi  = {4.05}\mathrm{eV} \)，空穴扩散长度 \( {I}_{\mathrm{p}} = {10\mu }\mathrm{m} \)，空穴扩散系数 \( {D}_{\mathrm{p}} = {15}{\mathrm{\;{cm}}}^{2}/\mathrm{s} \)，本征载流子浓度 \( {n}_{\mathrm{i}} = {1.5} \times  {10}^{10}{\mathrm{\;{cm}}}^{-3} \)，里查德常数 \( {A}^{ * } = {252}\mathrm{\;A}/{\mathrm{{cm}}}^{2}{\mathrm{\;K}}^{2} \)。求：施加正向偏置电压 \( 0.5\mathrm{V} \) 后，计算室温条件下注入的少数载流子电流密度。 (结果以$ {\mathrm{p}}  $为单位，保留2位有效数字)"," 0.12"
"164","一段银导体的横截面积 \( S = 5.0 \times 10^{-7}  \text{m}^2 \) ，载有电流 \( I = 2.0  \text{A} \) 。设每个银原子提供一个自由电子，并已知银的摩尔质量 \( M = 108 \times 10^{-3}  \text{kg/mol} \) ，密度 \( \rho_{\text{银}} = 10.5 \times 10^{3}  \text{kg/m}^3 \) ，电阻率 \( \rho = 1.6 \times 10^{-8}  \Omega \cdot \text{m} \) ，电子质量 \( m = 9.1 \times 10^{-31}  \text{kg} \) ，阿伏伽德罗常数 \( N_{\text{A}} = 6.02 \times 10^{23}  \text{/mol} \) ，环境温度为 \( 27^\circ \text{C} \) 。求电子在两次碰撞之间的平均时间间隔 \( \tau \) 。 (结果使用科学计数法，以$ \mathrm{\;s} $为单位，保留3位有效数字)","7.62 \times 10^{-14}"
